system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,primary_address_line_1,Website,PTO Website,PTO or Parent Coordinator contact availible?,Contact Pos,If_Contacted,If_Responded,Community_district,Council-district,Census_tract,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Police_precinct
17K092,K092,P.S. 092 Adrian Hegeman,DOE,General Academic,Elementary,601 PARKSIDE AVENUE,https://www.ps92k.com/,https://www.ps92k.com/pta,0,,0,,309,40,80200,BK60,Prospect Lefferts Gardens-Wingate,John Samerson,Principal,718-462-2087,718-284-8289,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,71
13K093,K093,P.S. 093 William H. Prescott,DOE,General Academic,Elementary,31 NEW YORK AVENUE,,,0,,0,,303,36,24700,BK61,Crown Heights North,Janeice Bailey,Principal,718-604-7363,718-771-1369,13,13,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",NYCDOE Borough Office - Brooklyn North,NULL,79
15K094,K094,P.S. 094 The Henry Longfellow,DOE,General Academic,Elementary,5010 6 AVENUE,https://ps94brooklyn.org/,https://ps94brooklyn.org/?page_id=2342,1,Principal,1,0,307,38,9800,BK34,Sunset Park East,CRISTINA GONZALEZ,Acting Principal,718-435-6034,718-871-6251,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,72
21K095,K095,P.S. 095 The Gravesend,DOE,General Academic,K-8,345 VAN SICKLEN STREET,http://www.ps95bk.org/,,0,,0,,315,47,39800,BK26,Gravesend,Janet Ndzibah,Principal,718-449-5050,718-449-3047,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,61
21K096,K096,I.S. 096 Seth Low,DOE,General Academic,Junior High-Intermediate-Middle,99 AVENUE P,https://www.sethlowis96.org/,,0,,0,,311,44,43000,BK29,Bensonhurst East,Erin Lynch,Principal,718-236-1344,718-236-2397,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,62
21K097,K097,P.S. 97 The Highlawn,DOE,General Academic,Elementary,1855 STILLWELL AVENUE,https://www.ps97.org/,https://www.ps97.org/parent-happenings/pta-info,1,PTA General,1,,311,47,40400,BK29,Bensonhurst East,Irina Cabello,Principal,718-627-7550,718-627-7555,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,62
21K098,K098,I.S. 98 Bay Academy,DOE,General Academic,Junior High-Intermediate-Middle,1401 EMMONS AVENUE,https://ny02200298.schoolwires.net/,https://ny02200298.schoolwires.net/domain/124,0,,0,,315,48,60800,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,MARIA TIMO,Principal,718-891-9005,718-646-7250,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,61
21K099,K099,P.S. 099 Isaac Asimov,DOE,General Academic,K-8,1120 EAST  10 STREET,https://www.ps99brooklyn.org/,,0,,0,,312,44,45400,BK46,Ocean Parkway South,GREGORY PIRRAGLIA,Principal,718-338-9201,718-951-0418,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,66
21K100,K100,P.S. 100 The Coney Island School,DOE,General Academic,Elementary,2951 WEST  3 STREET,https://www.21k100.com/,,0,,0,,313,48,35602,BK23,West Brighton,Chiara Spagnolo,Principal,718-382-2760,718-382-2765,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,60
21K101,K101,P.S. 101 The Verrazano,DOE,General Academic,Elementary,2360 BENSON AVENUE,https://ps101k.com/,https://ps101k.com/parent-involvement-slt-pta/,0,,0,,311,47,30200,BK29,Bensonhurst East,GREGG KORROL,Principal,718-372-0221,718-372-1873,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,62
20K102,K102,P.S. 102 The Bayview,DOE,General Academic,Elementary,211 72 STREET,http://www.ps102.org/,https://ps-102--the-bay-view-school.echalksites.com/groups/6943/ps_102_pta/ps_102_pta,1,PTA General,1,,310,43,6800,BK31,Bay Ridge,Cornelia Sichenze,Principal,718-748-7404,718-836-9265,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,68
20K104,K104,P.S./I.S. 104 The Fort Hamilton School,DOE,General Academic,K-8,9115 5 AVENUE,https://www.psis104.com/,https://www.psis104.com/pta__slt,1,PTA General,1,,310,43,16000,BK31,Bay Ridge,MARIE DIBELLA,Principal,718-836-4630,718-836-9412,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,68
20K105,K105,P.S. 105 The Blythebourne,DOE,General Academic,Elementary,1031 59 STREET,https://www.ps105k.org/,,0,,0,,312,38,21400,BK88,Borough Park,JOHANNA CASTRONOVO,Principal,718-438-3230,718-853-9633,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,66
32K106,K106,P.S. 106 Edward Everett Hale,DOE,General Academic,Elementary,1328 PUTNAM AVENUE,https://www.ps106k.org/,,0,,0,,304,37,41500,BK78,Bushwick South,Magaly Moncayo,Principal,718-574-0261,718-574-1054,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
15K107,K107,P.S. 107 John W. Kimball,DOE,General Academic,Elementary,1301 8 AVENUE,https://www.ps107.org/,https://www.ps107.org/pta,1,PTA Presidents,1,,306,39,16700,BK37,Park Slope-Gowanus,Eve Litwack,Principal,718-499-2054,718-499-4019,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,78
19K108,K108,P.S. 108 Sal Abbracciamento,DOE,General Academic,Elementary,200 LINWOOD STREET,https://ps108k.wpcomstaging.com/,https://ps108k.wpcomstaging.com/school-leadership/,0,,0,,305,37,117202,BK83,Cypress Hills-City Line,CONSTANCE HAHN,Principal,718-277-7010,718-827-4137,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,75
22K109,K109,P.S. 109,DOE,General Academic,K-8,1001 EAST  45 STREET,https://sites.google.com/schools.nyc.gov/psis109brooklynnewyork/home,https://sites.google.com/schools.nyc.gov/psis109brooklynnewyork/pta?authuser=0,0,,0,,317,45,83600,BK91,East Flatbush-Farragut,Kerdy Bertrand,Principal,718-693-3426,718-693-3072,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,67
14K110,K110,P.S. 110 The Monitor,DOE,General Academic,Elementary,124 MONITOR STREET,https://www.ps110k.org/,https://www.ps110k.org/pta.html,1,PTA General,1,,301,33,59100,BK76,Greenpoint,ANNA CANO AMATO,Principal,718-383-7600,718-383-5053,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,94
20K112,K112,P.S. 112 Lefferts Park,DOE,General Academic,Elementary,7115 15 AVENUE,https://sites.google.com/view/ps112/,,0,,0,,311,43,19000,BK28,Bensonhurst West,LOUISE ALFANO,Principal,718-232-0685,718-232-3609,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,62
13K113,K113,M.S. 113 Ronald Edmonds Learning Center,DOE,General Academic,Junior High-Intermediate-Middle,300 ADELPHI STREET,https://www.relc113bk.org/,https://www.relc113bk.org/copy-of-alumni,0,,0,,302,35,18100,BK68,Fort Greene,Dawnique Daughtry,Principal,718-834-6734,718-596-2802,13,13,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",NYCDOE Borough Office - Brooklyn North,NULL,88
18K114,K114,P.S. 114 Ryder Elementary,DOE,General Academic,Elementary,1077 REMSEN AVENUE,https://sites.google.com/schools.nyc.gov/publicschool114,https://sites.google.com/schools.nyc.gov/publicschool114/parents/pta?authuser=0,0,,0,,318,46,96400,BK50,Canarsie,Latina Tention,I.A. Principal,718-257-4428,718-649-5216,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,69
18K115,K115,P.S. 115 Daniel Mucatel School,DOE,General Academic,Elementary,1500 EAST  92 STREET,https://ps115brooklyn.org/,https://ps115brooklyn.org/parent-resources/,0,,0,,318,46,100800,BK50,Canarsie,JONATHAN LEE,Principal,718-241-1000,718-209-1714,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,69
32K116,K116,P.S. 116 Elizabeth L Farrell,DOE,General Academic,Elementary,515 KNICKERBOCKER AVENUE,https://ps116k.echalksites.com/,https://ps116k.echalksites.com/parent_teacher_association_pta,1,PTA General,1,,304,37,43300,BK77,Bushwick North,Catherine Garzon,I.A. Principal,718-821-4623,718-821-0363,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
15K118,K118,The Maurice Sendak Community School,DOE,General Academic,Elementary,211 8TH STREET,https://www.mauricesendakcommunityschool.org/,https://ps118pta.org/,1,PTA General,1,,306,39,13700,BK37,Park Slope-Gowanus,W ELIZABET GARRAWAY,Principal,718-840-5660,718-840-5666,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,78
22K119,K119,P.S. 119 Amersfort,DOE,General Academic,Elementary,3829 AVENUE K,https://blog.ps119amersfort.com/,https://blog.ps119amersfort.com/pta/,1,PTA General,1,,318,45,73400,BK58,Flatlands,Denise Nopper,I.A. Principal,718-377-7696,718-338-0694,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,63
14K120,K120,P.S. 120 Carlos Tapia,DOE,General Academic,Elementary,18 BEAVER STREET,https://www.ps120k.org/,,0,,0,,304,34,38900,BK78,Bushwick South,LIZABETH CARABALLO,Principal,718-455-1000,718-574-6637,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,83
21K121,K121,P.S. 121 Nelson A. Rockefeller,DOE,General Academic,K-8,5301 20 AVENUE,https://www.publicschool121.org/,https://www.publicschool121.org/apps/pages/index.jsp?uREC_ID=1860439&type=d&pREC_ID=2011645,1,PTA General,1,-1,312,44,46400,BK88,Borough Park,Zakariah Haviland,I.A. Principal,718-377-8845,718-252-4075,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,66
32K123,K123,P.S. 123 Suydam,DOE,General Academic,Elementary,100 IRVING AVENUE,https://www.ps123k.com/,https://www.ps123k.com/parent-association,0,,0,,304,34,44500,BK77,Bushwick North,Donna Marie Stalzer,Principal,718-821-4810,718-821-0858,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
15K124,K124,P.S. 124 Silas B. Dutcher,DOE,General Academic,Elementary,515 4 AVENUE,https://ps124brooklyn.org/,https://ps124brooklyn.org/index.php/pta/,1,PTA General,1,,306,39,14100,BK37,Park Slope-Gowanus,Maria Interlandi,I.A. Principal,718-788-0246,718-965-9558,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,78
14K126,K126,John Ericsson Middle School 126,DOE,General Academic,Junior High-Intermediate-Middle,424 LEONARD STREET,https://ms126.org/,https://ms126.org/pta/,0,,0,,301,33,49900,BK76,Greenpoint,MARIA ORTEGA,Principal,718-782-2527,718-302-2319,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,94
20K503,K503,P.S. 503: The School of Discovery,DOE,General Academic,Elementary,330 59 STREET,,,0,,0,,307,38,7400,BK32,Sunset Park West,NINA DEMOS,Principal,718-439-5962,718-439-0948,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,72
20K127,K127,P.S. 127 Mckinley Park,DOE,General Academic,Elementary,7805 7 AVENUE,http://www.mckinleypark127.org/,http://www.mckinleypark127.org/pta,1,Parent Coordinator,1,,310,43,20600,BK30,Dyker Heights,Agatha Alicandro,Principal,718-833-2323,718-836-9427,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,68
21K128,K128,P.S. 128 Bensonhurst,DOE,General Academic,Elementary,2075 84 STREET,https://www.ps128bk.org/,,1,Parent Coordinator,1,,311,47,28800,BK28,Bensonhurst West,Jessica Drzewucki,Principal,718-373-5900,718-266-6254,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,62
15K130,K130,P.S. 130 The Parkside,DOE,General Academic,Elementary,70 OCEAN PARKWAY,https://ps130brooklyn.com/,http://ps130pta.org/,1,PTA General,1,,307,39,50000,BK40,Windsor Terrace,MARIA NUNZIATA,Principal,718-686-1940,718-854-9756,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,72
15K131,K131,P.S. 131 Brooklyn,DOE,General Academic,Elementary,4305 FT HAMILTON PARKWAY,http://www.ps131k.nyc/,http://www.ps131k.nyc/groups/77588/pta/pta,0,,0,,312,39,22400,BK88,Borough Park,STAMATINA HATZIMICHALIS,Principal,718-431-1960,718-431-1970,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,66
14K132,K132,P.S. 132 The Conselyea School,DOE,General Academic,Elementary,320 MANHATTAN AVENUE,https://ps132ny.wordpress.com/staff/,https://ps132ny.wordpress.com/pta/,1,PTA General,1,,301,34,49700,BK90,East Williamsburg,BETH LUBECK,Principal,718-599-7301,718-599-7417,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,94
13K133,K133,P.S. 133 William A. Butler,DOE,General Academic,Elementary,610 BALTIC STREET,https://www.ps133brooklyn.org/,https://www.ps133brooklyn.org/apps/pages/PTA,1,PTA General,1,,306,39,12901,BK37,Park Slope-Gowanus,HEATHER FOSTER MANN,Principal,718-398-5320,718-385-5325,13,13,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",NYCDOE Borough Office - Brooklyn North,NULL,78
22K134,K134,P.S. K134,DOE,General Academic,Elementary,4001 18 AVENUE,https://sites.google.com/22k134.gsuite.nyc/ps134brooklyn/home,,0,,0,,314,44,48000,BK42,Flatbush,Sarah Gobin -Darrell,I.A. Principal,718-436-7200,718-686-2205,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,70
18K135,K135,P.S. 135 Sheldon A. Brookner,DOE,General Academic,Elementary,684 LINDEN BOULEVARD,https://www.ps135.org/,,0,,0,,317,41,87000,BK91,East Flatbush-Farragut,Trevlyn Mcrae,Principal,718-693-4363,718-941-0847,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,67
15K136,K136,I.S. 136 Charles O. Dewey,DOE,General Academic,Junior High-Intermediate-Middle,4004 4 AVENUE,http://ms136brooklyn.com/,,1,Parent Coordinator,1,,307,38,8200,BK32,Sunset Park West,Amanda Bueno,I.A. Principal,718-840-1950,718-840-1955,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,72
23K137,K137,P.S./I.S. 137 Rachel Jean Mitchell,DOE,General Academic,Elementary,121 SARATOGA AVENUE,,,0,,0,,316,41,37300,BK79,Ocean Hill,Suzette Rose,Principal,718-453-2926,718-453-5363,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,73
17K138,K138,P.S. 138 Brooklyn,DOE,General Academic,K-8,760 PROSPECT PLACE,https://ps138kbrooklyn.org/,https://ps138kbrooklyn.org/pta/,0,,0,,308,36,31701,BK61,Crown Heights North,MARIE CHAUVET MONCHIK,Principal,718-467-0800,718-953-3422,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,77
22K139,K139,P.S. 139 Alexine A. Fenty,DOE,General Academic,Elementary,330 RUGBY ROAD,https://www.ps139.org/,https://www.ps139.org/parent_association,1,PTA General,1,,314,40,152200,BK42,Flatbush,MARY MCDONALD,Principal,718-282-5254,718-940-1205,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,70
75K140,K140,P.S. K140,DOE,Special Education,K-8,141 MACON STREET,https://www.p140k.org/,https://www.p140k.org/pta.html,1,PTA General,1,,303,36,26900,BK75,Bedford,RODERICK PALTON,Principal,718-783-4842,718-783-4869,13,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,79
75K141,K141,P.S. K141,DOE,Special Education,K-12 all grades,655 PARKSIDE AVENUE,https://www.p141k.org/,,1,Parent Coordinator,1,,309,40,80200,BK60,Prospect Lefferts Gardens-Wingate,Michele Thornton Mannix,Principal,718-941-0320,718-941-3152,17,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,71
32K145,K145,P.S. 145 Andrew Jackson,DOE,General Academic,Elementary,100 NOLL STREET,http://www.ps145k.org/,,0,,0,,304,34,42500,BK78,Bushwick South,Linda Malloy,Principal,718-821-4823,718-417-3453,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
15K146,K146,"The Brooklyn New School, P.S. 146",DOE,General Academic,Elementary,610 HENRY STREET,https://www.bns146.org/,https://www.bns146.org/pta-page,1,PTA General,1,,306,39,6300,BK33,Carroll Gardens-Columbia Street-Red Hook,ANNA ALLANBROOK,Principal,718-923-4750,718-923-4780,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,76
14K147,K147,P.S. 147 Isaac Remsen,DOE,General Academic,Elementary,325 BUSHWICK AVENUE,https://www.ps147.org/,https://www.ps147.org/pta,0,,0,,301,34,48500,BK78,Bushwick South,Sandra Noyola,Principal,718-497-0326,718-628-4988,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,90
19K149,K149,P.S. 149 Danny Kaye,DOE,General Academic,Elementary,700 SUTTER AVENUE,https://www.ps149dannykaye.com/,https://www.ps149dannykaye.com/apps/pages/index.jsp?uREC_ID=2616371&type=d&pREC_ID=staff,1,PTA General,1,,305,42,115800,BK85,East New York (Pennsylvania Ave),YVETTE DONALD,Principal,718-688-7620,718-345-8118,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,75
23K150,K150,P.S. 150 Christopher,DOE,General Academic,Elementary,364 SACKMAN STREET,,,0,,0,,316,41,90800,BK81,Brownsville,TRACEY QUARLES,Principal,718-495-7746,718-922-3785,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,73
32K151,K151,P.S. 151 Lyndon B. Johnson,DOE,General Academic,Elementary,763 KNICKERBOCKER AVENUE,https://www.ps151k.org/,,0,,0,,304,37,43700,BK77,Bushwick North,JAYNE HUNT,Principal,718-326-6360,718-326-6364,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
22K152,K152,School of Science & Technology,DOE,General Academic,Elementary,725 EAST  23 STREET,https://sites.google.com/view/ps152/home,,1,Parent Coordinator,1,,314,45,77200,BK42,Flatbush,Gina Smalley,Principal,718-434-5222,718-859-5965,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,70
21K153,K153,P.S. 153 Homecrest,DOE,General Academic,Elementary,1970 HOMECREST AVENUE,https://ps153.echalksites.com/,,0,,0,,315,48,55600,BK25,Homecrest,CARL SANTA MARIA,Principal,718-375-4484,718-375-4439,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,61
15K154,K154,The Windsor Terrace School,DOE,General Academic,Elementary,1625 11 AVENUE,https://www.ps154.org/,https://www.ps154.org/your-pta,1,PTA General,1,,307,39,17100,BK40,Windsor Terrace,Jason Foreman,Principal,718-768-0057,718-832-2573,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,72
23K155,K155,P.S./ I.S. 155 Nicholas Herkimer,DOE,General Academic,K-8,1355 HERKIMER STREET,,,0,,0,,316,37,36900,BK79,Ocean Hill,MICHELLE MANNS,Principal,718-240-4340,718-345-9064,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,73
23K156,K156,P.S. 156 Waverly,DOE,General Academic,Elementary,104 SUTTER AVENUE,https://k156.org/,,0,,0,,316,41,90000,BK81,Brownsville,Naiyma Moore,Principal,718-498-2811,718-346-2804,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,73
14K157,K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,DOE,General Academic,K-8,850 KENT AVENUE,https://www.franklinmagnet.org/,,0,,0,,303,33,123700,BK75,Bedford,KOURTNEY BOYD,Principal,718-622-9285,718-398-4155,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,79
19K158,K158,P.S. 158 Warwick,DOE,General Academic,Elementary,400 ASHFORD STREET,https://sites.google.com/schools.nyc.gov/ps158k/home,https://sites.google.com/schools.nyc.gov/ps158k/our-families/pta?authuser=0,1,PTA General,1,,305,37,115000,BK82,East New York,LATISHIA TOWLES,Principal,718-277-6116,718-827-4300,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,75
19K159,K159,P.S. 159 Isaac Pitkin,DOE,General Academic,Elementary,2781 PITKIN AVENUE,https://www.ps159k.org/,https://www.ps159k.org/pta,0,,0,,305,42,120000,BK82,East New York,MONICA DUNCAN,Principal,718-277-4828,718-827-4531,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,75
20K160,K160,P.S. 160 William T. Sampson,DOE,General Academic,Elementary,5105 Fort Hamilton Parkway,https://www.ps160k.com/,https://www.ps160k.com/domain/20,0,,0,,312,44,22000,BK88,Borough Park,MARGARET RUSSO,Principal,718-438-0337,718-871-7920,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,66
17K161,K161,P.S. 161 The Crown,DOE,General Academic,Elementary,330 CROWN STREET,https://www.ps161.org/,,0,,0,,309,35,31900,BK63,Crown Heights South,Michael Johnson,Principal,718-756-3100,718-953-3605,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,71
32K162,K162,J.H.S. 162 The Willoughby,DOE,General Academic,Junior High-Intermediate-Middle,1390 WILLOUGHBY AVENUE,https://www.is162.com/,https://www.is162.com/Page/1430,0,,0,,304,34,44500,BK77,Bushwick North,AMANDA LAZERSON,Principal,718-821-4860,718-821-1728,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
20K163,K163,P.S. 163 Bath Beach,DOE,General Academic,K-8,109 BAY 14TH STREET,https://www.psis163.com/,https://www.psis163.com/pta,0,,0,,311,43,18000,BK27,Bath Beach,Jared Shapiro,I.A. Principal,718-236-9003,718-259-3042,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,62
